,resnet14_prob_Mild,resnet14_prob_Normal,resnet14_prob_Severe,rf_prob_Mild,rf_prob_Normal,rf_prob_Severe
class_Mild,0.18916380718717637,-0.26630216938686474,0.3444752399746714,0.4328124244384708,-0.541328395640469,0.3147464982309081
class_Normal,-0.5719634135383909,0.598372311024697,-0.6110749950231833,-0.7368598259782639,1.2128112794190606,-0.9630376658166883
class_Severe,0.382799606351215,-0.33207014163783233,0.2665997550485115,0.3040474015397925,-0.6714828837785921,0.6482911675857801
